"STATION","DATE","AWND","RHAV","TAVG","CYCLEDAY","LAW","INVENTORY"
"USW00013722","2006-01",3.3,67,8.78,4.93101790331949,329.746614631562,82.546724047241
"USW00013722","2006-02",3.1,55,6.39,6.80197297531456,270.945154217753,82.3908516476779
"USW00013722","2006-03",3.3,54,10.77,5.89618870050423,287.429663095942,84.1073433741978
"USW00013722","2006-04",3.2,60,17.07,2.64517372981834,100.856658366726,79.6997826556026
"USW00013722","2006-05",2.6,65,18.63,8.02111786736182,189.674354876946,72.3220792126584
"USW00013722","2006-06",2.5,72,23.64,2.41396998206887,341.860440039376,70.5438547007105
"USW00013722","2006-07",2.6,71,26.52,8.79344741202013,255.177541564693,79.973394876138
"USW00013722","2006-08",2.6,71,26.92,5.77739761682573,265.490744923801,68.1840286180778
"USW00013722","2006-09",2.3,75,20.94,10.0938287925073,203.321714964816,65.046498971434
"USW00013722","2006-10",2.3,72,14.87,8.84017662463842,165.706077627531,84.0965224572749
"USW00013722","2006-11",2.3,71,11.66,5.45551150479231,226.351929117666,99.3510398488579
"USW00013722","2006-12",2,65,8.77,3.14714453086607,349.599465676702,47.0560178572094
"USW00013722","2007-01",2.9,63,7.35,8.78348207270159,288.397609295218,85.1217585476093
"USW00013722","2007-02",2.8,50,4.89,5.24606974462885,197.736653932853,64.3012953662699
"USW00013722","2007-03",3.1,55,13.25,5.10150565217243,220.327286575538,83.4830899305237
"USW00013722","2007-04",3.1,52,15.51,4.06752118255258,383.33907651859,82.7708128078652
"USW00013722","2007-05",3.2,62,20.09,7.14138954618047,271.535736967662,75.6738048128872
"USW00013722","2007-06",2.6,68,24.72,5.98514457708218,279.563100606337,65.3201904004745
"USW00013722","2007-07",2.6,65,25.87,7.22508134030457,179.245279876491,103.368977129922
"USW00013722","2007-08",2.7,62,28.96,3.66457900797362,180.049641927265,88.3174850257365
"USW00013722","2007-09",2.7,61,23.91,4.99324448093591,200.807069396079,97.7400574251755
"USW00013722","2007-10",2.2,70,19.67,2.93326462215163,200.298149286854,71.2736410003581
"USW00013722","2007-11",2.4,61,10.4,5.59121243298776,148.397157614065,59.6153593695084
"USW00013722","2007-12",2.8,67,9.13,4.43586555244877,76.5744922263711,55.0680532726628
"USW00013722","2008-01",2.9,59,5.31,4.68537390895964,466.087051217421,42.9895282604285
"USW00013722","2008-02",3.5,60,8.76,4.20981287549481,23.212922626428,93.9849754911394
"USW00013722","2008-03",3.9,56,11.84,2.58944510346138,125.92766214136,78.3736622942415
"USW00013722","2008-04",3.3,67,15.74,11.683131864452,244.094168232806,74.7004247966223
"USW00013722","2008-05",3.5,66,19.17,-0.94437829673716,178.919360417438,112.377319314723
"USW00013722","2008-06",2.8,60,27.03,2.76097142726015,108.883285638826,82.7482103982759
"USW00013722","2008-07",2.4,70,26.11,3.60751229749347,390.832233771741,72.3867393380342
"USW00013722","2008-08",2.1,68,25.81,4.68605723223932,184.889326644555,74.7325734817421
"USW00013722","2008-09",2.7,76,22.57,4.56890063382904,302.22094265273,98.0139947096243
"USW00013722","2008-10",2.2,70,15.16,4.00679094638704,220.314038468822,109.037717376446
"USW00013722","2008-11",2.5,64,9.65,0.42897126716715,313.599583726193,86.250563645148
"USW00013722","2008-12",2.9,68,8.56,6.26152651759195,359.496336360614,83.8355656857373
"USW00013722","2009-01",2.7,61,4.45,4.51179435644999,340.228711718469,87.7204100289936
"USW00013722","2009-02",3.6,51,7.78,4.29884712641403,255.04621313895,87.0399491316124
"USW00013722","2009-03",3.3,62,11.2,7.58243436197622,427.796689814867,34.0282453864223
"USW00013722","2009-04",3.6,56,16.88,11.7149583261123,155.90584246137,77.8444830965513
"USW00013722","2009-05",3.3,68,21.85,10.7728770100972,241.168512571961,70.9539350920684
"USW00013722","2009-06",2.5,65,25.74,6.27455298800245,186.512914466223,63.6806325130891
"USW00013722","2009-07",2.6,64,26.41,2.42626805588124,300.019228793648,95.4433203157099
"USW00013722","2009-08",2.2,72,26.83,4.38183849892846,285.989122588255,88.6957532543636
"USW00013722","2009-09",2.2,72,21.57,5.47643728820017,350.090526372094,92.7895471933599
"USW00013722","2009-10",2.4,74,15.7,4.7066749962429,343.013610862881,82.6446450000955
"USW00013722","2009-11",2.4,75,11.76,7.06217553474928,74.2763132905441,60.9792781377845
"USW00013722","2009-12",2.2,68,4.73,3.23521315236592,282.321883195081,56.8099986333507
"USW00013722","2010-01",2.6,59,3.24,4.23993136459633,195.289626207965,62.0108094168843
"USW00013722","2010-02",2.5,60,3.09,3.21496934133575,269.960447020458,75.6517419030989
"USW00013722","2010-03",2.7,58,11.11,5.88539346680647,167.619165086201,33.1842747045772
"USW00013722","2010-04",2.8,56,17.21,2.12165920391003,256.398975622203,55.2102270154968
"USW00013722","2010-05",3,67,22.16,3.28812609052356,39.7389679990364,83.8848436448544
"USW00013722","2010-06",2.5,67,27.51,7.91427669642707,244.486139444407,68.5190348713801
"USW00013722","2010-07",2.6,64,27.94,8.7503359461966,217.477153320985,89.1937220650141
"USW00013722","2010-08",2.1,70,27.3,1.01083793803759,217.201458949417,43.5471910731517
"USW00013722","2010-09",2.6,59,25.15,3.40363223323877,97.3833339546109,63.5674385769068
"USW00013722","2010-10",2.2,63,17.42,4.32132138344958,254.16439023855,72.0579572240223
"USW00013722","2010-11",1.9,65,10.93,5.31442235581106,181.542500666996,31.2672263478213
"USW00013722","2010-12",2.1,60,1.61,10.9440928000059,357.604728128522,103.60925377446
"USW00013722","2011-01",2.1,62,3.18,3.85892949347016,265.116268270432,45.2748336632657
"USW00013722","2011-02",3.2,55,8.79,3.79324597521746,304.155809662298,92.3307150946882
"USW00013722","2011-03",3.1,62,10.77,3.08974113270333,227.707268921177,55.621528244541
"USW00013722","2011-04",3.9,60,17.54,6.10440761777193,244.251911651807,35.5449814549943
"USW00013722","2011-05",2.2,68,21.2,5.9650171481091,197.064502423205,100.371552310386
"USW00013722","2011-06",2.6,58,26.87,5.15189964748029,163.120076198752,96.1751408458454
"USW00013722","2011-07",2.4,62,28.7,6.10217521853186,260.969885013223,65.6137890522868
"USW00013722","2011-08",2.4,66,26.49,5.60593963656054,231.704598454314,63.7646089759196
"USW00013722","2011-09",2,73,23.05,9.93716689278878,345.741216881258,79.1420563434582
"USW00013722","2011-10",2.5,68,15.1,9.28503183696183,-39.1931251662417,84.304167543118
"USW00013722","2011-11",2.7,67,12.66,6.80821590683072,259.581236680196,60.086641763749
"USW00013722","2011-12",2.3,66,9.16,8.82006772278517,247.2730454798,54.8857936629509
"USW00013722","2012-01",2.9,62,7.61,11.4196966313694,352.534057349989,54.3954212928647
"USW00013722","2012-02",2.6,64,8.26,5.80874094392319,284.298304615524,89.9025630877826
"USW00013722","2012-03",2.6,66,15.77,3.2423526545809,288.660789463099,79.1736667501678
"USW00013722","2012-04",2.8,64,15.42,8.30953403755971,245.576989074847,53.2518348149974
"USW00013722","2012-05",2.4,72,22.23,1.44586223601251,256.185946206821,104.25816787092
"USW00013722","2012-06",2.4,64,23.69,9.43557614363239,296.555820724806,56.103710225277
"USW00013722","2012-07",2.3,69,28.63,7.31495534521053,454.799549949919,62.1338811881336
"USW00013722","2012-08",2.1,76,25.67,5.83010748336587,373.974005540262,98.3571981752919
"USW00013722","2012-09",1.9,75,21.72,5.02386020782038,217.098076524724,96.4599732905961
"USW00013722","2012-10",2.3,73,16.05,2.05546330236228,177.290410505129,76.5992262635252
"USW00013722","2012-11",2.1,63,8.64,4.78065439351886,212.566889998186,35.7275641194081
"USW00013722","2012-12",2.7,69,9.62,2.1813215238402,214.213953843077,60.7819985779513
"USW00013722","2013-01",2.3,71,6.87,9.53282031286003,162.998789778975,64.7858772021284
"USW00013722","2013-02",2.5,63,5.64,9.609851090549,262.198239568502,67.9455120999594
"USW00013722","2013-03",2.7,55,7.17,2.48937128976942,184.855354061026,102.463068645679
"USW00013722","2013-04",3.1,63,15.83,2.90453811262768,279.404097285033,69.1054811446788
"USW00013722","2013-05",3,70,19,8.23572190681122,126.074686334794,56.7080076957212
"USW00013722","2013-06",3.2,75,24.34,10.0694250661548,399.483383910318,72.1704328448011
"USW00013722","2013-07",2.6,77,26.18,7.62898260255579,248.206041584569,65.1334045636277
"USW00013722","2013-08",2,77,24.46,-1.17567371157923,258.437304160944,85.6912463679598
"USW00013722","2013-09",1.9,72,21.51,3.55561113587687,288.681935029539,79.3081723042032
"USW00013722","2013-10",2,NA,16.5,8.38005812591102,380.579202141132,72.3462244399653
"USW00013722","2013-11",2.2,63,9.11,5.30892711976122,346.454627720683,80.3167470496813
"USW00013722","2013-12",2.3,70,8.08,4.89403487410232,157.321841693655,19.5418497352428
"USW00013722","2014-01",2.7,56,2.64,-0.958434621963015,315.545092105876,83.8650768869635
"USW00013722","2014-02",2.7,62,6.37,8.50021035479259,110.071783191759,105.941515662988
"USW00013722","2014-03",3.2,59,7.78,4.0506058442435,207.342856001203,82.1168451556972
"USW00013722","2014-04",3.3,58,15.66,4.30444877909927,176.638860559501,96.5207938274568
"USW00013722","2014-05",2.6,64,21.01,8.14240322891154,273.724313160222,82.7882267608306
"USW00013722","2014-06",2.2,68,25.17,4.99307108916981,189.796000043517,65.9977072668276
"USW00013722","2014-07",2.5,68,25.77,2.18893347788269,300.118676029886,52.4284822902901
"USW00013722","2014-08",1.8,75,24.37,9.56885257833034,295.984486308964,75.477373174263
"USW00013722","2014-09",2.2,77,22.32,3.70030379251926,176.544719734562,88.6012766098951
"USW00013722","2014-10",2.3,68,17.21,3.97394258960661,269.389552873277,99.3779098420876
"USW00013722","2014-11",2.4,64,8.33,5.58474702485998,286.47293736833,79.0036141278113
"USW00013722","2014-12",2,71,7.09,0.606027891251284,399.832913580719,76.5717745460484
"USW00013722","2015-01",2.2,60,4.36,1.87387128020036,269.80450602072,33.2398044877683
"USW00013722","2015-02",3,NA,1.6,2.81695379134849,-72.9370800522717,38.4288531428967
"USW00013722","2015-03",2.8,61,10.71,3.64303496106051,188.84258516074,74.931447222608
"USW00013722","2015-04",2.8,65,16.41,5.50343377295737,328.932695926586,89.151623793496
"USW00013722","2015-05",2.6,68,21.71,9.69183239739615,149.389564125712,82.2935669356043
"USW00013722","2015-06",2.6,70,26.26,5.93893057055495,269.707272894278,88.920631508295
"USW00013722","2015-07",2.4,72,26.65,7.76247689902555,223.834316682345,54.0483673324701
"USW00013722","2015-08",1.9,69,25.52,5.42163818514657,94.1385104362244,27.3695336648656
"USW00013722","2015-09",2.3,78,23.08,2.5838612111619,240.512592074019,49.0337981959571
"USW00013722","2015-10",2.7,77,15.79,7.08906208556331,202.510625451993,113.560967933381
"USW00013722","2015-11",1.8,75,13.02,4.96841332863421,286.381067371801,95.155279642362
"USW00013722","2015-12",2.3,81,13.38,11.3357629549505,148.472879288589,32.1008878241103
"USW00013722","2016-01",2.4,63,4.07,6.70200877487192,216.018008669227,42.1256753347707
"USW00013722","2016-02",3.1,62,6.58,1.63875364727336,120.325554874526,102.610624909086
"USW00013722","2016-03",3.2,62,14.65,10.1534335941588,196.677261157811,49.7968057069734
"USW00013722","2016-04",3.6,57,15.92,3.68367455977894,323.066127579022,70.220726626011
"USW00013722","2016-05",2.2,75,19.75,13.2168917818053,200.99099776694,64.3114396518957
"USW00013722","2016-06",2.4,69,24.8,3.24750822122114,272.815937043306,89.3101721148984
"USW00013722","2016-07",2.4,75,27.76,4.60408794230345,246.709263777587,83.300804453622
"USW00013722","2016-08",2.4,73,27.83,8.45763983038155,200.537743818134,81.5407513023585
"USW00013722","2016-09",2.6,76,24.65,10.910275815164,275.264095680472,109.631463126475
"USW00013722","2016-10",2.5,75,17.99,1.66609460116422,265.332515435813,73.1573290576852
"USW00013722","2016-11",1.9,66,11.57,6.63899300934555,316.202856427121,90.9690795211211
"USW00013722","2016-12",2.3,64,6.99,3.46425347144628,398.554051586353,100.541088409903
"USW00013722","2017-01",3,67,8.06,6.86930469594107,266.690451134306,94.8257455067253
"USW00013722","2017-02",2.8,51,11.83,4.42067544235381,259.635561555467,81.015940575972
"USW00013722","2017-03",3.5,52,11.13,6.37336221152708,231.899613069919,71.849538950161
"USW00013722","2017-04",3.8,65,19.16,-1.01781702996238,401.014013050021,92.4826432582482
"USW00013722","2017-05",3.2,71,20.75,3.38257894720081,184.81293807203,67.145698059976
"USW00013722","2017-06",2.7,72,24.19,4.03700149791024,283.514355747263,97.8453748536442
"USW00013722","2017-07",2.7,71,27.75,6.44305014927748,150.054309828396,67.3230439846858
"USW00013722","2017-08",2.6,73,25.99,6.14743470312971,235.69270870839,78.5412352685017
"USW00013722","2017-09",2.5,76,22.16,3.66774261169105,60.162880541816,94.3980808637056
"USW00013722","2017-10",2.5,77,17.89,1.90092141238472,401.91162658291,61.3272783144284
"USW00013722","2017-11",1.9,72,9.98,4.31960644917158,74.1692125788093,84.2217036679021
"USW00013722","2017-12",2.3,65,5.77,5.21003414905769,317.549417948224,69.0682852549945
"USW00013722","2018-01",2.5,61,2.73,10.530146462989,179.932678007849,50.4457605521114
"USW00013722","2018-02",3.3,75,11.31,2.19452075527827,91.9387333643774,72.5203899623746
"USW00013722","2018-03",3.3,62,7.69,6.02105255344896,62.9181280502511,72.5180985522287
"USW00013722","2018-04",3.7,63,13.98,3.68373107833362,213.791714316908,99.7700876388816
"USW00013722","2018-05",3.2,78,23.47,3.13325548808985,175.340752887631,38.0891419906761
"USW00013722","2018-06",2.3,77,25.7,7.03900138065735,246.318377496703,89.926348670728
"USW00013722","2018-07",2.6,73,26.47,4.01377582825439,167.632122304177,112.055595885789
"USW00013722","2018-08",2.3,78,26.04,8.57048162777587,309.259130003304,94.7552318536089
"USW00013722","2018-09",2.6,84,24.95,1.24696012768925,231.486744150903,97.2948780614018
"USW00013722","2018-10",2.2,79,16.67,3.78932287480695,191.849716505665,100.794815146001
"USW00013722","2018-11",2.6,77,9.12,5.77813136500506,436.818927227539,48.933289400687
"USW00013722","2018-12",2.4,75,7.44,4.2280699027841,278.125984205693,72.1544076817664
"USW00013722","2019-01",2.7,66,5.62,4.00937655179214,333.189730616335,29.3665685903247
"USW00013722","2019-02",2.6,68,8.68,3.94904581759852,246.254024082747,76.062222923945
"USW00013722","2019-03",2.9,60,9.55,6.7308596774994,322.62132626323,77.6071020479945
"USW00013722","2019-04",3.3,69,16.54,6.41752451314873,211.662355624718,62.682497600659
"USW00013722","2019-05",2.9,68,23.04,0.803700970449105,102.434828585308,57.8898001899121
"USW00013722","2019-06",2.9,70,24.41,13.4428496377208,251.95503663804,53.3709063539787
"USW00013722","2019-07",2.5,69,27.51,7.33097122856214,177.069400764338,69.7985973242147
"USW00013722","2019-08",2.2,76,25.75,5.7924146457709,282.708805098171,113.458549302167
"USW00013722","2019-09",2.5,71,24.91,3.74092238680989,256.52276519888,88.2692078595261
"USW00013722","2019-10",2.3,74,18.77,2.11412095456787,87.1010320618429,86.4066082970338
"USW00013722","2019-11",2.3,69,8.94,3.33629171401366,90.0208478943116,51.5512410049999
"USW00013722","2019-12",2.4,71,8.68,6.56780704996774,363.49654209942,61.23587082138
"USW00013722","2020-01",2.7,68,8.31,5.03511946039558,198.738870475162,48.5248749559775
"USW00013722","2020-02",3.3,69,9.02,6.69392591480605,279.299815759905,85.3965495994111
"USW00013722","2020-03",3.5,66,14.42,5.28866285522641,329.093025553253,99.4931171701114
"USW00013722","2020-04",3.3,62,15.23,3.62581558518487,182.482148860283,44.6990743531653
"USW00013722","2020-05",3.2,71,18.5,4.66467705244612,419.257097612979,55.2333197218709
"USW00013722","2020-06",3.1,73,24.45,9.71072949713066,199.525614169371,53.0505782372792
"USW00013722","2020-07",2.6,73,27.93,3.20243054954143,218.985084075641,60.9947397296797
"USW00013722","2020-08",2.5,80,26.57,5.71469473152525,235.550320632197,100.785048273543
"USW00013722","2020-09",2.5,80,21.4,7.27999364823031,291.462654869365,64.4098393708266
"USW00013722","2020-10",2,81,18.01,2.04258477394972,297.637925038897,70.652129044921
"USW00013722","2020-11",1.9,75,13.24,0.136590036522663,147.626824889714,63.7402224402677
"USW00013722","2020-12",2.3,73,6.36,2.28811507249082,192.824121101629,89.9997743752444
"USW00013722","2021-01",1.9,74,5,0.809128616313085,96.9925197644892,90.4156835992952
"USW00013722","2021-02",2.9,73,5.79,3.53889389347615,145.666112569754,35.9164682914806
"USW00013722","2021-03",2.9,62,12.6,5.47346088766626,285.465781841896,83.9523070942077
"USW00013722","2021-04",2.8,57,15.7,3.92188122688492,234.101633403304,54.9999307481081
"USW00013722","2021-05",2.5,66,19.3,-1.46877647233062,167.677925110362,59.8591104713067
"USW00013722","2021-06",2.8,76,24.47,7.2116087595285,151.136597569583,77.7853911094867
"USW00013722","2021-07",2.9,78,26.21,9.41934610382924,226.02974112033,80.3734008558733
"USW00013722","2021-08",2.2,78,27.09,9.01278604636877,264.384863981448,70.2391263480471
"USW00013722","2021-09",2.3,75,22.75,0.571536799657292,248.10232528768,77.9500229758805
"USW00013722","2021-10",2.4,79,18.97,5.80328247959508,234.004235638065,48.9304232529575
"USW00013722","2021-11",2.2,64,9.38,4.5266496964631,294.187246958468,68.4841957057942
"USW00013722","2021-12",2.6,73,11.44,5.80641237226595,346.884037606923,68.9617442868576
"USW00013722","2022-01",2.8,62,4.35,3.45399797377716,270.115432279409,67.2759358890168
"USW00013722","2022-02",3,66,8.81,8.0351788834842,306.818302128871,69.9114565833719
"USW00013722","2022-03",3.5,59,13.56,4.29525255345005,252.495677596777,48.1772051627628
"USW00013722","2022-04",3.2,58,16.67,7.1498581875284,182.604742317965,71.2138867927292
"USW00013722","2022-05",3.2,72,21.92,6.59324025407829,335.8714737632,97.2356609532151
"USW00013722","2022-06",2.4,64,25.81,7.35351147251284,190.663104737816,48.2459336923556
"USW00013722","2022-07",2.9,77,28.21,9.53658785349935,364.986043997608,30.6512179779605
"USW00013722","2022-08",2.2,73,26.6,3.50417143974662,212.036788304669,85.8842707657914
"USW00013722","2022-09",2.5,67,23.22,11.9518856255981,256.36550523443,60.1295299462782
"USW00013722","2022-10",2,70,15.71,7.76271233329924,268.558965159646,75.2446583749806
"USW00013722","2022-11",2.4,66,13.37,2.78383182949308,286.42730053525,89.9199714205486
"USW00013722","2022-12",2,68,6.26,8.17488243641893,347.271794199959,83.4435564895327
"USW00013722","2023-01",2.6,68,9.7,1.97389974676856,305.073791384861,111.471710615906
"USW00013722","2023-02",3.1,62,12.18,2.23003059242801,295.439426699258,93.767466190574
"USW00013722","2023-03",3,59,12.65,9.24431702230907,272.59519722394,120.840819609732
"USW00013722","2023-04",3.1,64,17.48,4.27489748582389,201.843651851746,67.6335643610158
"USW00013722","2023-05",3.4,64,19.34,4.68188652482356,313.627300424634,69.502882928744
"USW00013722","2023-06",2.6,NA,23.78,2.40740207519142,393.443435336107,53.0951048247496
"USW00013722","2023-07",2.4,NA,27.95,2.0661861529491,345.092949959709,91.2219722640442
"USW00013722","2023-08",NA,NA,NA,7.64847976198786,229.524459844516,73.5783547148794
